id_respondente,sexo_desc,escolaridade_desc,raca_desc,religiao_desc,rend1_desc,rend2_desc,regiao_desc,cond_desc,porte_desc,p4_desc,p6a_desc,p6b_desc,p6c_desc,p6d_desc,p6e_desc,idade_num,idade_num_norm,p5_desc
1763,FEM,Superior completo,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 10.001 A 20.000,Não precisou fazer atividade extra,Discorda totalmente,Discorda em parte,Discorda em parte,Concorda totalmente,Discorda totalmente,24.0,0.10810810810810811,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1764,MAS,Superior incompleto,Parda,Evangelho Quadrangular,NÃO RESPONDEU,NÃO RESPONDEU,SUDESTE,INTERIOR,DE 10.001 A 20.000,Não precisou fazer atividade extra,Discorda totalmente,Discorda totalmente,Discorda totalmente,"Não concorda, nem discorda",Discorda totalmente,30.0,0.1891891891891892,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1765,MAS,3ª série,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 10.001 A 20.000,Não precisou fazer atividade extra,Discorda em parte,Concorda em parte,Concorda em parte,Concorda totalmente,Discorda totalmente,33.0,0.22972972972972971,Tenho visto mais pessoas trabalhando nos semáforos/ruas
1766,FEM,Superior completo,Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 10.001 A 20.000,Não precisou fazer atividade extra,"Não concorda, nem discorda","Não concorda, nem discorda","Não concorda, nem discorda",Concorda em parte,Discorda em parte,30.0,0.1891891891891892,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1767,MAS,Superior incompleto,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 10.001 A 20.000,Não precisou fazer atividade extra,"Não concorda, nem discorda",Discorda totalmente,Concorda em parte,Concorda totalmente,Discorda totalmente,24.0,0.10810810810810811,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1768,FEM,8ª série (ou 9º ano),Branca,É religioso mas não segue nenhuma/ Agnóstico,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 20.001 A 50.000,Oferecer hospedagem para animais de estimação,"Não concorda, nem discorda","Não concorda, nem discorda","Não concorda, nem discorda","Não concorda, nem discorda",Concorda em parte,22.0,0.08108108108108109,Tenho visto mais favelas/barracos/áreas ocupadas
1769,FEM,4ª série (ou 5º ano),Branca,Batista/ Metodista/ Presbiteriana,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 20.001 A 50.000,Não precisou fazer atividade extra,Discorda em parte,"Não concorda, nem discorda","Não concorda, nem discorda",Discorda em parte,"Não concorda, nem discorda",57.0,0.5540540540540541,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1770,MAS,3ª série,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 20.001 A 50.000,Não precisou fazer atividade extra,Concorda em parte,"Não concorda, nem discorda","Não concorda, nem discorda",Concorda em parte,Discorda em parte,38.0,0.29729729729729737,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1771,MAS,8ª série (ou 9º ano),Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 20.001 A 50.000,Não precisou fazer atividade extra,"Não concorda, nem discorda",Discorda em parte,Discorda totalmente,Discorda em parte,Discorda em parte,32.0,0.21621621621621623,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1772,MAS,8ª série (ou 9º ano),Branca,É religioso mas não segue nenhuma/ Agnóstico,ATÉ 1,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 20.001 A 50.000,Não precisou fazer atividade extra,Discorda em parte,"Não concorda, nem discorda",Discorda em parte,"Não concorda, nem discorda",Concorda em parte,20.0,0.05405405405405406,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1773,MAS,4ª série (ou 5º ano),Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 20.001 A 50.000,Não precisou fazer atividade extra,"Não concorda, nem discorda",Concorda em parte,Concorda em parte,"Não concorda, nem discorda",Concorda em parte,58.0,0.5675675675675675,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1774,MAS,Superior incompleto,Parda,Evangelho Quadrangular,ATÉ 1,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 5.001 A 10.000,Não precisou fazer atividade extra,"Não concorda, nem discorda",Discorda em parte,Discorda totalmente,Discorda em parte,Concorda em parte,23.0,0.09459459459459463,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1775,FEM,3ª série,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 5.001 A 10.000,Não precisou fazer atividade extra,Concorda em parte,Discorda em parte,"Não concorda, nem discorda",Discorda totalmente,Discorda em parte,33.0,0.22972972972972971,Tenho visto mais favelas/barracos/áreas ocupadas
1776,FEM,Superior completo,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 5 A 10,SUDESTE,INTERIOR,DE 5.001 A 10.000,Não precisou fazer atividade extra,Discorda totalmente,Concorda em parte,"Não concorda, nem discorda",Não sabe/ Não respondeu,Discorda totalmente,45.0,0.3918918918918919,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1777,FEM,3ª série (ou 4º ano),Branca,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 5.001 A 10.000,Não precisou fazer atividade extra,"Não concorda, nem discorda",Discorda totalmente,Concorda em parte,Discorda em parte,Discorda totalmente,42.0,0.3513513513513513,Tenho visto mais pessoas trabalhando nos semáforos/ruas
1778,FEM,4ª série (ou 5º ano),Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 5.001 A 10.000,Não precisou fazer atividade extra,Discorda totalmente,Discorda totalmente,"Não concorda, nem discorda",Discorda totalmente,"Não concorda, nem discorda",59.0,0.5810810810810811,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1779,FEM,8ª série (ou 9º ano),Parda,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 5.001 A 10.000,Não precisou fazer atividade extra,Concorda em parte,Concorda totalmente,Discorda em parte,Discorda totalmente,Discorda em parte,39.0,0.31081081081081086,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1780,MAS,3ª série,Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 5.001 A 10.000,Não precisou fazer atividade extra,Não sabe/ Não respondeu,Concorda totalmente,Discorda em parte,Concorda em parte,Discorda totalmente,23.0,0.09459459459459463,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1781,MAS,7ª série (ou 8º ano),Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 5.001 A 10.000,Não precisou fazer atividade extra,Discorda em parte,"Não concorda, nem discorda","Não concorda, nem discorda",Discorda totalmente,"Não concorda, nem discorda",34.0,0.24324324324324326,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1782,MAS,Superior incompleto,Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 20.001 A 50.000,Não precisou fazer atividade extra,Concorda em parte,"Não concorda, nem discorda","Não concorda, nem discorda",Concorda totalmente,Discorda totalmente,24.0,0.10810810810810811,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1783,MAS,2ª série (ou 3º ano),Parda,Assembléia de Deus,ATÉ 1,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 20.001 A 50.000,Não precisou fazer atividade extra,Discorda totalmente,Discorda em parte,Discorda totalmente,Concorda totalmente,Discorda totalmente,58.0,0.5675675675675675,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1784,FEM,Superior completo,Branca,Evangelho Quadrangular,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 20.001 A 50.000,Não precisou fazer atividade extra,Concorda em parte,Concorda totalmente,Concorda em parte,Concorda totalmente,Discorda totalmente,41.0,0.33783783783783783,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1785,MAS,7ª série (ou 8º ano),Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 20.001 A 50.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Discorda totalmente,32.0,0.21621621621621623,Tenho visto mais pessoas trabalhando nos semáforos/ruas
1786,FEM,3ª série,Parda,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,SUDESTE,INTERIOR,DE 20.001 A 50.000,Não precisou fazer atividade extra,"Não concorda, nem discorda",Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,20.0,0.05405405405405406,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1787,MAS,8ª série (ou 9º ano),Parda,Evangelho Quadrangular,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 20.001 A 50.000,Não precisou fazer atividade extra,"Não concorda, nem discorda",Concorda em parte,Discorda totalmente,Concorda totalmente,Discorda em parte,36.0,0.2702702702702703,Tenho visto mais pessoas trabalhando nos semáforos/ruas
1788,FEM,2ª série (ou 3º ano),Branca,Deus é Amor,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,SUDESTE,INTERIOR,DE 20.001 A 50.000,Não precisou fazer atividade extra,Não sabe/ Não respondeu,Concorda totalmente,Discorda totalmente,Concorda totalmente,Discorda totalmente,55.0,0.5270270270270271,Tenho visto mais pessoas trabalhando nos semáforos/ruas
1789,FEM,2ª série,Branca,Universal do Reino de Deus,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 20.001 A 50.000,Não precisou fazer atividade extra,Não sabe/ Não respondeu,Não sabe/ Não respondeu,Não sabe/ Não respondeu,Concorda totalmente,Discorda totalmente,30.0,0.1891891891891892,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1790,FEM,3ª série,Parda,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 20.001 A 50.000,Não precisou fazer atividade extra,Concorda em parte,Concorda em parte,"Não concorda, nem discorda","Não concorda, nem discorda","Não concorda, nem discorda",22.0,0.08108108108108109,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1791,FEM,Superior completo,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 20.001 A 50.000,Não precisou fazer atividade extra,Discorda em parte,Discorda em parte,"Não concorda, nem discorda",Discorda em parte,"Não concorda, nem discorda",27.0,0.14864864864864868,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1792,FEM,Superior completo,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 20.001 A 50.000,Não precisou fazer atividade extra,"Não concorda, nem discorda","Não concorda, nem discorda","Não concorda, nem discorda",Discorda em parte,Discorda em parte,39.0,0.31081081081081086,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1793,FEM,3ª série,Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 20.001 A 50.000,Não precisou fazer atividade extra,Discorda em parte,"Não concorda, nem discorda","Não concorda, nem discorda","Não concorda, nem discorda",Discorda em parte,19.0,0.04054054054054057,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1794,FEM,8ª série (ou 9º ano),Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 20.001 A 50.000,Não precisou fazer atividade extra,Discorda em parte,"Não concorda, nem discorda","Não concorda, nem discorda","Não concorda, nem discorda",Discorda em parte,32.0,0.21621621621621623,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1795,MAS,4ª série (ou 5º ano),Branca,Batista/ Metodista/ Presbiteriana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 20.001 A 50.000,Não precisou fazer atividade extra,Discorda em parte,"Não concorda, nem discorda","Não concorda, nem discorda",Discorda em parte,"Não concorda, nem discorda",49.0,0.44594594594594594,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1796,MAS,4ª série (ou 5º ano),Branca,Batista/ Metodista/ Presbiteriana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 20.001 A 50.000,Não precisou fazer atividade extra,Discorda em parte,Discorda em parte,Discorda totalmente,"Não concorda, nem discorda",Discorda em parte,39.0,0.31081081081081086,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1797,MAS,8ª série (ou 9º ano),Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 20.001 A 50.000,Não precisou fazer atividade extra,"Não concorda, nem discorda","Não concorda, nem discorda","Não concorda, nem discorda",Discorda em parte,"Não concorda, nem discorda",56.0,0.5405405405405406,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1798,FEM,4ª série (ou 5º ano),Parda,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 2 A 5,SUDESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,"Não concorda, nem discorda",Discorda em parte,Discorda em parte,"Não concorda, nem discorda","Não concorda, nem discorda",25.0,0.1216216216216216,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1799,MAS,3ª série (ou 4º ano),Parda,Assembléia de Deus,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,"Não concorda, nem discorda","Não concorda, nem discorda","Não concorda, nem discorda",Concorda em parte,"Não concorda, nem discorda",58.0,0.5675675675675675,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1800,MAS,Superior completo,Preta,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,NORDESTE,INTERIOR,DE 50.001 A 100.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda em parte,Discorda em parte,Discorda totalmente,Concorda totalmente,35.0,0.2567567567567568,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1801,MAS,Superior completo,Parda,Judaica,MAIS DE 20,MAIS DE 20,CENTRO OESTE,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Discorda totalmente,Discorda totalmente,Discorda totalmente,Concorda em parte,Concorda totalmente,43.0,0.3648648648648649,Não sabe/ Não respondeu
1802,MAS,Superior incompleto,Parda,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 5 A 10,CENTRO OESTE,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Concorda totalmente,"Não concorda, nem discorda",Concorda totalmente,Concorda totalmente,Discorda totalmente,30.0,0.1891891891891892,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1803,FEM,2ª série,Parda,É religioso mas não segue nenhuma/ Agnóstico,ATÉ 1,MAIS DE 1 A 2,SUDESTE,CAPITAL,MAIS DE 500.000,"Bico de serviços de beleza (cabeleireiro, barbeiro, manicure, depilação, entre outros)",Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda em parte,Concorda em parte,28.0,0.16216216216216217,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1804,MAS,8ª série (ou 9º ano),Parda,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 50.001 A 100.000,"Atuar como motorista e/ou realizar entregas por aplicativo (Uber, 99, Ifood, Rappi e etc.)",Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,62.0,0.6216216216216217,Tenho visto mais pessoas trabalhando nos semáforos/ruas
1805,MAS,2ª série (ou 3º ano),Branca,Não respondeu,MAIS DE 2 A 5,MAIS DE 2 A 5,SUL,PERIFERIA,DE 100.001 A 500.000,Não precisou fazer atividade extra,Discorda totalmente,Concorda totalmente,"Não concorda, nem discorda",Discorda totalmente,Concorda totalmente,49.0,0.44594594594594594,Não sabe/ Não respondeu
1806,FEM,Superior completo,Parda,Outras Evangélicas específicas,MAIS DE 2 A 5,MAIS DE 2 A 5,CENTRO OESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Não sabe/ Não respondeu,Concorda totalmente,Concorda totalmente,58.0,0.5675675675675675,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1807,MAS,3ª série,Parda,"Ateu, não tem religião",MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,PERIFERIA,DE 50.001 A 100.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda em parte,Discorda totalmente,Discorda em parte,Concorda totalmente,37.0,0.28378378378378377,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1808,MAS,8ª série (ou 9º ano),Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,NORDESTE,INTERIOR,DE 5.001 A 10.000,Não precisou fazer atividade extra,Discorda totalmente,Discorda totalmente,Discorda totalmente,Concorda em parte,"Não concorda, nem discorda",54.0,0.5135135135135136,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1809,MAS,Superior incompleto,Parda,Não respondeu,MAIS DE 1 A 2,MAIS DE 2 A 5,NORDESTE,INTERIOR,DE 5.001 A 10.000,Não precisou fazer atividade extra,Discorda totalmente,Discorda totalmente,Concorda em parte,Discorda totalmente,Discorda em parte,40.0,0.32432432432432434,Não sabe/ Não respondeu
1810,FEM,3ª série,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 5 A 10,SUL,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda em parte,23.0,0.09459459459459463,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1811,MAS,3ª série,Branca,Outras Evangélicas específicas,MAIS DE 2 A 5,NÃO RESPONDEU,SUDESTE,INTERIOR,DE 100.001 A 500.000,"Precisou fazer, mas não foi nenhuma destas atividades/ Outras",Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,61.0,0.6081081081081081,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua
1812,FEM,4ª série (ou 5º ano),Preta,Outras Evangélicas específicas,ATÉ 1,ATÉ 1,SUDESTE,INTERIOR,DE 50.001 A 100.000,Não precisou fazer atividade extra,Concorda em parte,Concorda em parte,Concorda em parte,Concorda totalmente,Concorda em parte,26.0,0.13513513513513514,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1813,MAS,3ª série,Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUL,PERIFERIA,DE 100.001 A 500.000,"Bico de serviços gerais, como faxina, manutenção, reformas, jardinagem, “marido de aluguel”, entre outras",Discorda totalmente,Discorda em parte,Concorda em parte,Discorda totalmente,Concorda totalmente,33.0,0.22972972972972971,Tenho visto mais pessoas trabalhando nos semáforos/ruas
1814,MAS,5ª série (ou 6º ano),Indígena,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Concorda em parte,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,25.0,0.1216216216216216,Tenho visto mais favelas/barracos/áreas ocupadas
1815,MAS,7ª série (ou 8º ano),Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUL,INTERIOR,DE 10.001 A 20.000,Não sabe/ Não respondeu,Concorda em parte,Concorda totalmente,Concorda em parte,Discorda em parte,Concorda totalmente,68.0,0.7027027027027027,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1816,MAS,3ª série,Branca,Outras Evangélicas específicas,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,CAPITAL,MAIS DE 500.000,"Precisou fazer, mas não foi nenhuma destas atividades/ Outras",Discorda totalmente,Concorda totalmente,Discorda totalmente,Discorda em parte,Concorda em parte,32.0,0.21621621621621623,Não sabe/ Não respondeu
1817,FEM,3ª série,Branca,Evangélica - Não sabe especificar,MAIS DE 5 A 10,MAIS DE 5 A 10,SUL,INTERIOR,DE 20.001 A 50.000,Vendedor ambulante/ Camelô,"Não concorda, nem discorda",Concorda totalmente,Discorda totalmente,Discorda em parte,Concorda em parte,55.0,0.5270270270270271,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1818,MAS,8ª série (ou 9º ano),Branca,Outras Evangélicas específicas,MAIS DE 1 A 2,MAIS DE 1 A 2,NORDESTE,CAPITAL,MAIS DE 500.000,"Bico de serviços gerais, como faxina, manutenção, reformas, jardinagem, “marido de aluguel”, entre outras",Concorda em parte,Concorda totalmente,Concorda em parte,Discorda totalmente,Concorda totalmente,57.0,0.5540540540540541,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1819,MAS,8ª série (ou 9º ano),Branca,Assembléia de Deus,MAIS DE 2 A 5,MAIS DE 5 A 10,SUL,INTERIOR,DE 100.001 A 500.000,Vendedor ambulante/ Camelô,Concorda em parte,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda em parte,29.0,0.17567567567567566,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1820,MAS,3ª série,Preta,Assembléia de Deus,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,NORDESTE,CAPITAL,MAIS DE 500.000,"Precisou fazer, mas não foi nenhuma destas atividades/ Outras",Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda em parte,Concorda em parte,41.0,0.33783783783783783,Tenho visto mais pessoas trabalhando nos semáforos/ruas
1821,MAS,Superior completo,Preta,Católica Apostólica Romana,NÃO RESPONDEU,NÃO RESPONDEU,SUDESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Não sabe/ Não respondeu,Concorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,59.0,0.5810810810810811,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1822,FEM,3ª série,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,NORDESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Discorda em parte,Concorda em parte,Discorda totalmente,Discorda totalmente,Concorda em parte,64.0,0.6486486486486487,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua
1823,FEM,Superior completo,Branca,Batista/ Metodista/ Presbiteriana,MAIS DE 2 A 5,MAIS DE 5 A 10,SUDESTE,INTERIOR,DE 100.001 A 500.000,"Fazer trabalhos manuais, como bijuterias, artesanatos",Discorda totalmente,Concorda totalmente,Discorda totalmente,Discorda em parte,Concorda totalmente,29.0,0.17567567567567566,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1824,FEM,6ª série (ou 7º ano),Parda,Assembléia de Deus,ATÉ 1,MAIS DE 1 A 2,CENTRO OESTE,CAPITAL,MAIS DE 500.000,"Bico de serviços gerais, como faxina, manutenção, reformas, jardinagem, “marido de aluguel”, entre outras",Discorda em parte,Concorda totalmente,Discorda em parte,Discorda em parte,Concorda totalmente,34.0,0.24324324324324326,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1825,MAS,Superior incompleto,Branca,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 2 A 5,MAIS DE 5 A 10,CENTRO OESTE,INTERIOR,DE 50.001 A 100.000,"Produzir alimentos em casa para vender (bolos, pães, doces, refeições, etc.)",Discorda totalmente,Concorda em parte,Discorda em parte,Concorda em parte,Discorda totalmente,24.0,0.10810810810810811,Tenho visto mais pessoas trabalhando nos semáforos/ruas
1826,FEM,Superior completo,Parda,Outras Evangélicas específicas,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,CAPITAL,MAIS DE 500.000,"Fazer trabalhos manuais, como bijuterias, artesanatos",Concorda em parte,Concorda em parte,Discorda totalmente,Concorda totalmente,Discorda totalmente,35.0,0.2567567567567568,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua
1827,FEM,3ª série,Branca,Outras Evangélicas específicas,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Não sabe/ Não respondeu,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,49.0,0.44594594594594594,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1828,FEM,Superior completo,Parda,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 1 A 2,MAIS DE 2 A 5,NORDESTE,INTERIOR,DE 20.001 A 50.000,Não precisou fazer atividade extra,Concorda em parte,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda em parte,25.0,0.1216216216216216,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1829,FEM,3ª série,Branca,Católica Apostólica Romana,NÃO RESPONDEU,NÃO RESPONDEU,SUDESTE,PERIFERIA,DE 100.001 A 500.000,Não precisou fazer atividade extra,Discorda totalmente,Concorda totalmente,Discorda totalmente,Discorda totalmente,Não sabe/ Não respondeu,56.0,0.5405405405405406,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1830,MAS,Analfabeto,Parda,Assembléia de Deus,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 10.001 A 20.000,Não precisou fazer atividade extra,Discorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Não sabe/ Não respondeu,64.0,0.6486486486486487,Não sabe/ Não respondeu
1831,MAS,Analfabeto,Parda,Assembléia de Deus,MAIS DE 1 A 2,MAIS DE 2 A 5,NORDESTE,PERIFERIA,DE 100.001 A 500.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda em parte,Concorda totalmente,Discorda em parte,Concorda em parte,58.0,0.5675675675675675,Tenho visto mais favelas/barracos/áreas ocupadas
1832,MAS,3ª série,Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,CENTRO OESTE,INTERIOR,DE 50.001 A 100.000,Não precisou fazer atividade extra,Discorda em parte,Concorda totalmente,"Não concorda, nem discorda",Discorda totalmente,Concorda totalmente,23.0,0.09459459459459463,Não sabe/ Não respondeu
1833,MAS,8ª série (ou 9º ano),Branca,Batista/ Metodista/ Presbiteriana,ATÉ 1,ATÉ 1,NORDESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Discorda totalmente,Concorda em parte,Concorda em parte,Discorda totalmente,Concorda totalmente,47.0,0.41891891891891897,Tenho visto mais pessoas trabalhando nos semáforos/ruas
