id_respondente;sexo_desc;escolaridade_desc;raca_desc;religiao_desc;rend1_desc;regiao_desc;cond_desc;idade_num;Resposta real;Resposta LLM
1004;FEM;Superior incompleto;Parda;Católica Apostólica Romana;MAIS DE 2 A 5;SUDESTE;CAPITAL;61.0;Tenho visto mais favelas/barracos/áreas ocupadas;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1046;FEM;Superior incompleto;Branca;Não respondeu;ATÉ 1;SUL;INTERIOR;44.0;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1434;MAS;Superior incompleto;Parda;Católica Apostólica Romana;ATÉ 1;NORDESTE;INTERIOR;21.0;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1831;MAS;Analfabeto;Parda;Assembléia de Deus;MAIS DE 1 A 2;NORDESTE;PERIFERIA;58.0;Tenho visto mais favelas/barracos/áreas ocupadas;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1529;FEM;3ª série;Branca;Católica Apostólica Romana;MAIS DE 1 A 2;SUDESTE;CAPITAL;39.0;Tenho visto mais pessoas trabalhando nos semáforos/ruas;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1239;MAS;3ª série;Parda;É religioso mas não segue nenhuma/ Agnóstico;MAIS DE 1 A 2;NORDESTE;CAPITAL;28.0;Tenho visto o aumento da população em situação de rua/ pessoas morando na rua;Tenho visto mais pessoas trabalhando nos semáforos/ruas
767;MAS;6ª série (ou 7º ano);Parda;Outras Evangélicas específicas;ATÉ 1;NORDESTE;INTERIOR;25.0;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1234;FEM;Analfabeto;Preta;Assembléia de Deus;ATÉ 1;NORDESTE;CAPITAL;45.0;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1304;MAS;Superior incompleto;Parda;Batista/ Metodista/ Presbiteriana;MAIS DE 1 A 2;NORDESTE;CAPITAL;26.0;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos;Tenho visto mais pessoas trabalhando nos semáforos/ruas
623;MAS;Superior completo;Branca;Ateu, não tem religião;MAIS DE 5 A 10;SUDESTE;CAPITAL;34.0;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1536;FEM;3ª série;Preta;Católica Apostólica Romana;ATÉ 1;SUDESTE;INTERIOR;32.0;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
728;FEM;4ª série (ou 5º ano);Parda;Assembléia de Deus;ATÉ 1;NORDESTE;INTERIOR;32.0;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
473;FEM;1ª série;Parda;Católica Apostólica Romana;ATÉ 1;NORDESTE;INTERIOR;40.0;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
276;FEM;6ª série (ou 7º ano);Branca;Assembléia de Deus;ATÉ 1;NORDESTE;CAPITAL;65.0;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
104;MAS;3ª série;Branca;Católica Apostólica Romana;MAIS DE 1 A 2;SUDESTE;INTERIOR;69.0;Tenho visto mais pessoas trabalhando nos semáforos/ruas;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1147;MAS;Superior completo;Branca;Afro-Brasileiras (Umbanda, Candomblé, etc);MAIS DE 5 A 10;SUDESTE;CAPITAL;39.0;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
852;FEM;4ª série (ou 5º ano);Branca;É religioso mas não segue nenhuma/ Agnóstico;NÃO TEM RENDIMENTO PESSOAL;SUL;INTERIOR;46.0;Não sabe/ Não respondeu;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
766;MAS;Superior incompleto;Branca;Ateu, não tem religião;MAIS DE 1 A 2;NORDESTE;INTERIOR;24.0;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade;Tenho visto mais pessoas trabalhando nos semáforos/ruas
1293;FEM;3ª série;Branca;Católica Apostólica Romana;NÃO TEM RENDIMENTO PESSOAL;NORTE;CAPITAL;18.0;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1663;FEM;Analfabeto;Parda;É religioso mas não segue nenhuma/ Agnóstico;NÃO TEM RENDIMENTO PESSOAL;NORDESTE;CAPITAL;34.0;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1227;FEM;5ª série (ou 6º ano);Branca;Católica Apostólica Romana;MAIS DE 1 A 2;CENTRO OESTE;INTERIOR;60.0;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
744;FEM;Superior completo;Branca;Adventista;MAIS DE 2 A 5;SUDESTE;INTERIOR;25.0;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1475;FEM;3ª série;Parda;Afro-Brasileiras (Umbanda, Candomblé, etc);ATÉ 1;SUDESTE;CAPITAL;48.0;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
240;MAS;3ª série;Parda;É religioso mas não segue nenhuma/ Agnóstico;ATÉ 1;NORDESTE;PERIFERIA;27.0;Tenho visto mais pessoas trabalhando nos semáforos/ruas;Tenho visto mais pessoas trabalhando nos semáforos/ruas
789;MAS;3ª série;Branca;Outras Evangélicas específicas;NÃO RESPONDEU;SUDESTE;PERIFERIA;27.0;Não sabe/ Não respondeu;Tenho visto mais pessoas trabalhando nos semáforos/ruas
1009;FEM;Analfabeto;Preta;Católica Apostólica Romana;ATÉ 1;CENTRO OESTE;CAPITAL;51.0;Tenho visto mais pessoas trabalhando nos semáforos/ruas;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
965;MAS;3ª série;Branca;Assembléia de Deus;ATÉ 1;NORDESTE;CAPITAL;21.0;Não sabe/ Não respondeu;Tenho visto mais pessoas trabalhando nos semáforos/ruas
1403;MAS;8ª série (ou 9º ano);Preta;Católica Apostólica Romana;ATÉ 1;NORDESTE;INTERIOR;39.0;Não sabe/ Não respondeu;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1275;FEM;3ª série;Parda;Católica Apostólica Romana;MAIS DE 2 A 5;SUL;INTERIOR;36.0;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
868;MAS;Superior completo;Branca;É religioso mas não segue nenhuma/ Agnóstico;MAIS DE 5 A 10;SUDESTE;INTERIOR;40.0;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1969;MAS;3ª série;Parda;Católica Apostólica Romana;MAIS DE 2 A 5;CENTRO OESTE;INTERIOR;45.0;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1848;FEM;6ª série (ou 7º ano);Preta;Outras Evangélicas específicas;MAIS DE 1 A 2;NORDESTE;INTERIOR;46.0;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1185;FEM;5ª série (ou 6º ano);Parda;Assembléia de Deus;NÃO TEM RENDIMENTO PESSOAL;NORDESTE;INTERIOR;43.0;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
889;MAS;Superior completo;Branca;Católica Apostólica Romana;MAIS DE 2 A 5;SUL;PERIFERIA;34.0;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
539;FEM;5ª série (ou 6º ano);Parda;Católica Apostólica Romana;ATÉ 1;NORDESTE;INTERIOR;44.0;Tenho visto o aumento da população em situação de rua/ pessoas morando na rua;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1286;MAS;Superior incompleto;Branca;Ateu, não tem religião;MAIS DE 2 A 5;SUL;INTERIOR;58.0;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1492;MAS;3ª série;Branca;É religioso mas não segue nenhuma/ Agnóstico;NÃO TEM RENDIMENTO PESSOAL;SUDESTE;CAPITAL;39.0;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade;Tenho visto mais pessoas trabalhando nos semáforos/ruas
1248;MAS;4ª série (ou 5º ano);Amarela;Católica Apostólica Romana;MAIS DE 1 A 2;SUDESTE;INTERIOR;76.0;Tenho visto o aumento da população em situação de rua/ pessoas morando na rua;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1953;FEM;3ª série;Parda;Assembléia de Deus;ATÉ 1;NORDESTE;INTERIOR;30.0;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
112;MAS;Superior completo;Branca;Católica Apostólica Romana;MAIS DE 5 A 10;SUDESTE;CAPITAL;60.0;Não sabe/ Não respondeu;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
731;FEM;8ª série (ou 9º ano);Branca;Católica Apostólica Romana;MAIS DE 1 A 2;SUDESTE;INTERIOR;22.0;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade;Tenho visto mais pessoas trabalhando nos semáforos/ruas
1067;FEM;3ª série;Branca;É religioso mas não segue nenhuma/ Agnóstico;NÃO TEM RENDIMENTO PESSOAL;CENTRO OESTE;CAPITAL;24.0;Tenho visto mais pessoas trabalhando nos semáforos/ruas;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1385;FEM;8ª série (ou 9º ano);Parda;Católica Apostólica Romana;ATÉ 1;SUL;INTERIOR;35.0;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
831;FEM;6ª série (ou 7º ano);Branca;Católica Apostólica Romana;MAIS DE 2 A 5;CENTRO OESTE;INTERIOR;34.0;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1065;FEM;7ª série (ou 8º ano);Parda;Católica Apostólica Romana;ATÉ 1;NORTE;INTERIOR;30.0;Não sabe/ Não respondeu;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
680;MAS;1ª série;Branca;Católica Apostólica Romana;MAIS DE 1 A 2;CENTRO OESTE;INTERIOR;83.0;Tenho visto mais pessoas trabalhando nos semáforos/ruas;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
571;FEM;Superior completo;Branca;Espírita/ Kardecista;ATÉ 1;SUDESTE;CAPITAL;63.0;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos;Tenho visto o aumento da população em situação de rua/ pessoas morando na rua
1821;MAS;Superior completo;Preta;Católica Apostólica Romana;NÃO RESPONDEU;SUDESTE;CAPITAL;59.0;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos;Tenho visto o aumento da população em situação de rua/ pessoas morando na rua
233;MAS;3ª série;Branca;Católica Apostólica Romana;MAIS DE 10 A 20;SUDESTE;INTERIOR;47.0;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1932;MAS;Superior completo;Branca;Católica Apostólica Romana;MAIS DE 2 A 5;SUL;PERIFERIA;35.0;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
101;FEM;Superior incompleto;Parda;Católica Apostólica Romana;MAIS DE 1 A 2;SUDESTE;INTERIOR;53.0;Tenho visto mais pessoas trabalhando nos semáforos/ruas;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1979;MAS;3ª série;Branca;Católica Apostólica Romana;MAIS DE 1 A 2;SUL;CAPITAL;43.0;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1860;MAS;4ª série (ou 5º ano);Branca;Católica Apostólica Romana;MAIS DE 1 A 2;NORDESTE;INTERIOR;50.0;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
847;FEM;8ª série (ou 9º ano);Branca;Assembléia de Deus;ATÉ 1;NORDESTE;CAPITAL;47.0;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
35;MAS;3ª série;Parda;É religioso mas não segue nenhuma/ Agnóstico;NÃO RESPONDEU;SUDESTE;CAPITAL;36.0;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos;Tenho visto mais pessoas trabalhando nos semáforos/ruas
0;FEM;3ª série;Branca;Outras Evangélicas específicas;MAIS DE 1 A 2;CENTRO OESTE;INTERIOR;36.0;Tenho visto mais pessoas trabalhando nos semáforos/ruas;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1511;MAS;2ª série;Parda;Católica Apostólica Romana;MAIS DE 1 A 2;SUL;INTERIOR;48.0;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1746;FEM;3ª série;Branca;Católica Apostólica Romana;NÃO TEM RENDIMENTO PESSOAL;SUDESTE;INTERIOR;20.0;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1972;MAS;3ª série;Branca;Católica Apostólica Romana;MAIS DE 2 A 5;SUL;INTERIOR;58.0;Não sabe/ Não respondeu;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1102;FEM;Superior completo;Parda;Católica Apostólica Romana;MAIS DE 2 A 5;SUDESTE;INTERIOR;69.0;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
803;MAS;3ª série;Parda;Católica Apostólica Romana;ATÉ 1;NORDESTE;INTERIOR;34.0;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1243;MAS;3ª série;Branca;Católica Apostólica Romana;MAIS DE 2 A 5;SUDESTE;INTERIOR;66.0;Tenho visto o aumento da população em situação de rua/ pessoas morando na rua;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1068;MAS;3ª série;Parda;Católica Apostólica Romana;ATÉ 1;CENTRO OESTE;CAPITAL;20.0;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade;Tenho visto mais pessoas trabalhando nos semáforos/ruas
1901;MAS;4ª série (ou 5º ano);Preta;Católica Apostólica Romana;ATÉ 1;NORDESTE;INTERIOR;59.0;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
450;MAS;Superior incompleto;Parda;Católica Apostólica Romana;ATÉ 1;SUDESTE;CAPITAL;25.0;Tenho visto mais pessoas trabalhando nos semáforos/ruas;Tenho visto mais pessoas trabalhando nos semáforos/ruas
1110;FEM;Superior completo;Branca;É religioso mas não segue nenhuma/ Agnóstico;MAIS DE 1 A 2;NORDESTE;INTERIOR;39.0;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1828;FEM;Superior completo;Parda;É religioso mas não segue nenhuma/ Agnóstico;MAIS DE 1 A 2;NORDESTE;INTERIOR;25.0;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1054;FEM;3ª série;Parda;Ateu, não tem religião;NÃO TEM RENDIMENTO PESSOAL;NORDESTE;CAPITAL;23.0;Não sabe/ Não respondeu;Tenho visto mais pessoas trabalhando nos semáforos/ruas
499;FEM;2ª série;Parda;Outras Evangélicas específicas;ATÉ 1;CENTRO OESTE;INTERIOR;54.0;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1414;FEM;Superior incompleto;Parda;Outras Evangélicas específicas;ATÉ 1;NORTE;INTERIOR;25.0;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade;Tenho visto mais pessoas trabalhando nos semáforos/ruas
650;FEM;8ª série (ou 9º ano);Branca;Ateu, não tem religião;NÃO TEM RENDIMENTO PESSOAL;SUDESTE;INTERIOR;59.0;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1173;MAS;Superior completo;Preta;Assembléia de Deus;MAIS DE 1 A 2;SUDESTE;PERIFERIA;51.0;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos;Tenho visto o aumento da população em situação de rua/ pessoas morando na rua
1934;FEM;8ª série (ou 9º ano);Branca;Assembléia de Deus;MAIS DE 1 A 2;SUDESTE;PERIFERIA;47.0;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
309;MAS;6ª série (ou 7º ano);Parda;Evangelho Quadrangular;MAIS DE 2 A 5;CENTRO OESTE;CAPITAL;43.0;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos;Tenho visto mais pessoas trabalhando nos semáforos/ruas
259;MAS;3ª série;Parda;Outras Evangélicas específicas;MAIS DE 1 A 2;SUDESTE;CAPITAL;23.0;Tenho visto mais pessoas trabalhando nos semáforos/ruas;Tenho visto mais pessoas trabalhando nos semáforos/ruas
13;MAS;Superior completo;Branca;Católica Apostólica Romana;MAIS DE 10 A 20;SUL;INTERIOR;56.0;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
975;FEM;4ª série (ou 5º ano);Parda;Católica Apostólica Romana;ATÉ 1;NORDESTE;CAPITAL;63.0;Tenho visto o aumento da população em situação de rua/ pessoas morando na rua;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1621;FEM;Superior completo;Parda;É religioso mas não segue nenhuma/ Agnóstico;MAIS DE 1 A 2;SUDESTE;INTERIOR;39.0;Tenho visto mais pessoas trabalhando nos semáforos/ruas;Tenho visto mais pessoas trabalhando nos semáforos/ruas
1195;FEM;Superior incompleto;Branca;Outras Evangélicas específicas;MAIS DE 1 A 2;SUDESTE;CAPITAL;35.0;Tenho visto o aumento da população em situação de rua/ pessoas morando na rua;Tenho visto mais pessoas trabalhando nos semáforos/ruas
1966;MAS;Superior completo;Branca;Batista/ Metodista/ Presbiteriana;MAIS DE 2 A 5;SUL;CAPITAL;56.0;Tenho visto mais pessoas trabalhando nos semáforos/ruas;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
1354;FEM;Superior completo;Branca;Assembléia de Deus;MAIS DE 2 A 5;SUDESTE;PERIFERIA;24.0;Tenho visto mais favelas/barracos/áreas ocupadas;Tenho visto mais pessoas trabalhando nos semáforos/ruas
1671;FEM;4ª série (ou 5º ano);Branca;Católica Apostólica Romana;ATÉ 1;SUDESTE;INTERIOR;73.0;Não sabe/ Não respondeu;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
1766;FEM;Superior completo;Branca;Católica Apostólica Romana;MAIS DE 1 A 2;SUDESTE;INTERIOR;30.0;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos;Tenho visto mais pessoas trabalhando nos semáforos/ruas
1851;FEM;3ª série;Parda;Católica Apostólica Romana;NÃO TEM RENDIMENTO PESSOAL;NORDESTE;CAPITAL;35.0;Tenho visto o aumento da população em situação de rua/ pessoas morando na rua;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
990;MAS;3ª série;Branca;Católica Apostólica Romana;MAIS DE 2 A 5;SUL;INTERIOR;18.0;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade;Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
428;FEM;2ª série;Branca;Ateu, não tem religião;ATÉ 1;SUDESTE;INTERIOR;21.0;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos;Tenho visto mais pessoas trabalhando nos semáforos/ruas
853;FEM;3ª série;Parda;Evangélica - Não sabe especificar;ATÉ 1;NORTE;INTERIOR;38.0;Tenho visto mais pessoas trabalhando nos semáforos/ruas;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
816;MAS;2ª série;Parda;Assembléia de Deus;MAIS DE 1 A 2;SUDESTE;PERIFERIA;44.0;Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos;Tenho visto mais pessoas trabalhando nos semáforos/ruas
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
